market,year,stock_nom,bond_nom,cpi
world,1939,0.3634,3.6823,-0.7143
world,1940,33.5253,4.5107,1.4388
world,1941,29.6006,-2.3256,11.3475
world,1942,17.7512,2.4027,7.6433
world,1943,1.3205,2.413,2.9586
world,1944,4.565,3.452,2.2989
world,1945,9.6829,3.9542,2.2472
world,1946,-13.9797,1.697,18.1319
world,1947,-1.9608,0.66,10.2326
world,1948,-6.5162,3.5859,1.2658
world,1949,-0.5837,2.2489,-2.0833
world,1950,16.6381,0.2364,8.0851
world,1951,15.8871,1.6738,4.3307
world,1952,2.5371,1.4585,0.3774
world,1953,15.4688,6.0252,1.1278
world,1954,34.8254,1.2624,-0.7435
world,1955,17.9954,0.2981,0.3745
world,1956,7.4808,-1.5863,2.9851
world,1957,-2.1379,6.9256,3.6232
world,1958,17.0827,-4.3756,1.3986
world,1959,25.9952,-1.2951,1.0345
world,1960,5.7763,11.7971,1.7065
world,1961,16.0278,1.9236,0.6711
world,1962,-0.3355,6.1566,1.3333
world,1963,15.5834,1.2293,1.6447
world,1964,7.422,4.0981,0.9709
world,1965,-0.9406,0.9144,1.9231
world,1966,-6.6279,5.2353,3.4591
world,1967,18.9045,-2.3125,3.6474
world,1968,29.5676,1.7886,4.3988
world,1969,15.0809,-5.7115,6.1798
world,1970,-1.98,19.9506,5.291
world,1971,19.56,8.5366,3.2663
world,1972,23.55,2.4488,3.6496
world,1973,-14.51,3.0163,9.3897
world,1974,-24.48,3.9941,11.8026
world,1975,34.5,6.4369,6.7179
world,1976,14.71,11.8726,5.2158
world,1977,5.0,2.2166,6.8376
world,1978,18.22,0.8022,9.28
world,1979,12.67,-1.2962,13.9092
world,1980,27.72,0.6756,11.8252
world,1981,-3.3,2.753,8.3908
world,1982,11.27,43.1972,3.7116
world,1983,23.28,3.8687,4.1922
world,1984,5.77,14.996,3.5329
world,1985,41.77,27.0573,3.8863
world,1986,42.8,24.28,1.4599
world,1987,16.76,-2.6351,4.0468
world,1988,23.95,6.1969,4.6672
world,1989,17.19,15.2685,5.2023
world,1990,-16.52,9.7304,5.6515
world,1991,18.97,16.326,2.6003
world,1992,-4.66,10.5266,3.2585
world,1993,23.13,12.8193,2.5245
world,1994,5.58,-7.3082,2.8044
world,1995,21.32,24.3504,2.7279
world,1996,14.0,-0.5264,3.044
world,1997,16.23,15.0144,1.5713
world,1998,24.8,12.2114,1.6708
world,1999,25.34,-8.6709,2.7389
world,2000,-12.92,18.663,3.7322
world,2001,-16.52,6.0409,1.1422
world,2002,-19.54,13.1814,2.5974
world,2003,33.76,3.1009,1.9263
world,2004,15.25,3.6807,2.9698
world,2005,10.02,2.6671,3.9853
world,2006,20.65,2.0747,2.0756
world,2007,9.57,13.6037,4.2803
world,2008,-40.33,14.7711,0.0298
world,2009,30.79,-6.8747,2.6257
world,2010,12.34,6.0972,1.6318
world,2011,-5.02,16.151,2.9252
world,2012,16.54,2.3226,1.5949
world,2013,27.37,-5.9099,1.5789
world,2014,5.5,11.7725,-0.0893
world,2015,-0.32,0.209,1.3731
world,2016,8.15,-1.2519,2.5
world,2017,23.07,0.9945,2.0705
world,2018,-8.2,1.7521,1.5512
world,2019,28.4,11.034,2.4866
world,2020,16.5,7.3093,1.3998
world,2021,22.35,-4.7918,7.4799
world,2022,-17.73,-11.8956,6.4101
world,2023,24.42,-0.5185,3.0909
world,2024,19.19,-0.4539,3.0005
world,2025,21.6,7.9187,2.3864
